slug,earning_after_first_date,expense_after_first_date,earning_after_first_expense,expense_after_first_expense
syntax-tree/mdast-squeeze-paragraphs,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-normalize-headings,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-statistics,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-find-before,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-heading-style,21199.0,-8998.0,2.0,-4320.0
vfile/vfile-reporter-json,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-unlink,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-whitespace,21199.0,-8998.0,2.0,-4320.0
syntax-tree/mdast-util-compact,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-builder-blueprint,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-syntax-urls,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-emoji-modifier,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-generated,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-raw,21199.0,-8998.0,2.0,-4320.0
retextjs/retext-syntax-mentions,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-shift-heading,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-labelable,21199.0,-8998.0,2.0,-4320.0
wooorm/wooorm.github.io,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-from-text,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-assert,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-gemoji,21199.0,-8998.0,2.0,-4320.0
syntax-tree/hast-util-heading,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-emoticon-modifier,21199.0,-8998.0,2.0,-4320.0
remarkjs/remark-squeeze-paragraphs,21199.0,-8998.0,2.0,-4320.0
syntax-tree/unist-util-parents,21199.0,-8998.0,2.0,-4320.0
syntax-tree/nlcst-test,21199.0,-8998.0,2.0,-4320.0
nemanjan00/uniread,,,,
neuecc/UniRx,3859.96,-486.33,2327.0,-486.33
kriasoft/universal-router,,,,
liorbraginsky92/universal-router,,,,
UniversalViewer/universalviewer,7220.0,-3779.7200000000003,2210.0,-3031.0
universalviewer/universalviewer,7220.0,-3779.7200000000003,2210.0,-3031.0
urduhack/urduhack,10.0,0.0,,
urduhack/urdu-words,10.0,0.0,,
urduhack/urdu-characters,10.0,0.0,,
urduhack/urdu-stopwords,10.0,0.0,,
keishabien/cec,460.0,0.0,,
userfrosting/fortress,,,,
userfrosting/assets,,,,
userfrosting/UniformResourceLocator,,,,
userfrosting/cache,,,,
userfrosting/i18n,,,,
userfrosting/support,,,,
userfrosting/session,,,,
userfrosting/config,,,,
ValorizeVidas/valorize-vidas,,,,
venediktov/vanilla-rtb,75.0,-25.0,40.0,-25.0
malcommac/UAParserSwift,1199.0,0.0,1749.0,-1000.0
vapor/vapor,,,,
vcr/vcr,116.0,0.0,,
mateogianolio/vectorious,,,,
verdaccio/verdaccio,606.0,-230.40000000000003,35.0,-9.0
verdaccio/ui,606.0,-230.40000000000003,35.0,-9.0
verdaccio/local-storage,606.0,-230.40000000000003,35.0,-9.0
verdaccio/verdaccio-google-cloud,606.0,-230.40000000000003,35.0,-9.0
verdaccio/verdaccio-htpasswd,606.0,-230.40000000000003,35.0,-9.0
verdaccio/website,606.0,-230.40000000000003,35.0,-9.0
verdaccio/verdaccio-memory,606.0,-230.40000000000003,35.0,-9.0
verdaccio/verdaccio-audit,606.0,-230.40000000000003,35.0,-9.0
verdaccio/verdaccio-aws-s3-storage,606.0,-230.40000000000003,35.0,-9.0
verdaccio/streams,606.0,-230.40000000000003,35.0,-9.0
verdaccio/readme,606.0,-230.40000000000003,35.0,-9.0
verdaccio/file-locking,606.0,-230.40000000000003,35.0,-9.0
calidion/vig,,,,
visjs-community/visjs-network,640.0,0.0,,
equinusocio/vsc-material-theme,95.0,-10.0,100.0,-10.0
jschr/vscodethemes,,,,
meteorlxy/vssue,,,,
fritx/vue-at,,,,
NdagiStanley/vue-django,0.0,-14.799999999999999,0.0,-3.6999999999999997
GeekyAnts/vue-native-core,515.0,0.0,,
VulcanJS/Vulcan,1562.0,0.0,,
machaosuper/vux_learn,20.0,0.0,0.0,-357.0
olistic/warriorjs,359.0,-150.0,98.0,-150.0
tianyong90/we-vue,,,,
JulianNorton/weather-10kb-wxkb,36.54,-24.220000000000002,0.0,-3.04
bonigarcia/webdrivermanager,81.0,0.0,,
bonigarcia/webdrivermanager-examples,81.0,0.0,,
webonyx/graphql-php,200.0,0.0,,
webpack/webpack,65616.20999999999,-50218.5,10888.0,-565.0
webpack-contrib/awesome-webpack,65616.20999999999,-50218.5,10888.0,-565.0
webpack/webpack-cli,65616.20999999999,-50218.5,10888.0,-565.0
angular-pakistan/ng-conf-2017,65616.20999999999,-50218.5,10888.0,-565.0
opencollective/opencollective-postinstall,65616.20999999999,-50218.5,10888.0,-565.0
anyong/react-rally-17,65616.20999999999,-50218.5,10888.0,-565.0
cd-fez/es-webpack,,,,
qbeon/webwire-go,,,,
qbeon/webwire-js,,,,
qbeon/webwire-go-client,,,,
overtrue/wechat,,,,
Chatie/wechaty,2.0,-0.5,0.0,-0.5
alibaba/weex-ui,,,,
wemake-services/wemake-python-styleguide,25.0,0.0,,
wexond/wexond,5.0,0.0,,
glacials/whatsinstandard,,,,
WhitestormJS/whs.js,80.0,-32.88,0.0,-35.0
Requarks/wiki,477.0,-149.0,228.5,-25.56
journal-club/wiki,477.0,-149.0,228.5,-25.56
EugenePizzerbert/Node-best-1,477.0,-149.0,228.5,-25.56
cheng-kang/wildfire,,,,
vanila-io/wireflow,5.0,0.0,,
discourse/wp-discourse,1008.0,-840.0,0.0,-85.0
wp-graphql/wp-graphql,2515.0,-200.0,225.0,-50.0
wzpan/wukong-robot,,,,
wwcodemanila/WWCodeManila-Python,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-Ruby.RubyOnRails,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-HTML.CSS,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-Android,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-JavaScript,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-iOS,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-PHP,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-VueJS,11033.49,-9178.16,952.0,-876.61
wwcodemanila/WWCodeManila-Java,11033.49,-9178.16,952.0,-876.61
WomenWhoCode/WWCodeMedellin,460.0,-60.0,375.0,-79.93
kmvan/x-prober,,,,
matthewmueller/x-ray,20.0,0.0,,
lapwinglabs/x-ray,20.0,0.0,,
dmlc/xgboost,1530.0,-93.41000000000001,615.0,-44.97
xlayers/xlayers,,,,
xmake-io/xmake,,,,
go-xorm/xorm,5.0,0.0,,
davidkpiano/xstate,2825.0,-200.0,325.0,-50.0
kolohelios/xstate-cartographer,2825.0,-200.0,325.0,-50.0
yakkeejs/yakkee-core,,,,
yeoman/yeoman,271.0,-99.11,193.5,-17.35
yeoman/generator-angular,271.0,-99.11,193.5,-17.35
yeoman/yo,271.0,-99.11,193.5,-17.35
yeoman/generator,271.0,-99.11,193.5,-17.35
yeoman/generator-node,271.0,-99.11,193.5,-17.35
yeoman/generator-webapp_DEPRECATED,,,,
yiisoft/yii2,8920.0,-5521.0,2323.0,-1856.0
Yoshino-UI/Yoshino,,,,
danilor/YoulrsWithFrontEndPage,,,,
YOURLS/YOURLS,1178.0,0.0,803.0,-286.65
zxing-js/ngx-scanner,,,,
opencollective/opencollective-website,,,,
opencollective/opencollective-app,,,,
opencollective/opencollective-site,,,,
ponsonio-aurea/rubocop,321.0,0.0,4853.0,-9500.0
werbug/webpack,65616.20999999999,-50218.5,10888.0,-565.0
awesome-emacs/cider,1780.0,0.0,11186.0,-4950.0
